county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail
Walton,110,U.S. Senate,"",REP,Marco Rubio,658,64,503,91
Walton,120,U.S. Senate,"",REP,Marco Rubio,475,51,377,47
Walton,130,U.S. Senate,"",REP,Marco Rubio,917,155,671,91
Walton,210,U.S. Senate,"",REP,Marco Rubio,241,,,
Walton,220,U.S. Senate,"",REP,Marco Rubio,356,61,248,47
Walton,230,U.S. Senate,"",REP,Marco Rubio,616,144,367,105
Walton,240,U.S. Senate,"",REP,Marco Rubio,205,,,
Walton,310,U.S. Senate,"",REP,Marco Rubio,2290,750,1189,351
Walton,320,U.S. Senate,"",REP,Marco Rubio,903,323,380,200
Walton,330,U.S. Senate,"",REP,Marco Rubio,742,227,349,166
Walton,340,U.S. Senate,"",REP,Marco Rubio,428,133,235,60
Walton,350,U.S. Senate,"",REP,Marco Rubio,428,94,297,37
Walton,360,U.S. Senate,"",REP,Marco Rubio,397,81,254,62
Walton,410,U.S. Senate,"",REP,Marco Rubio,621,96,457,68
Walton,420,U.S. Senate,"",REP,Marco Rubio,407,137,240,30
Walton,430,U.S. Senate,"",REP,Marco Rubio,4031,1935,1727,369
Walton,440,U.S. Senate,"",REP,Marco Rubio,674,277,324,73
Walton,510,U.S. Senate,"",REP,Marco Rubio,5074,2124,2054,896
Walton,520,U.S. Senate,"",REP,Marco Rubio,4637,1746,2206,685
Walton,530,U.S. Senate,"",REP,Marco Rubio,2308,833,1104,371
Walton,540,U.S. Senate,"",REP,Marco Rubio,1795,550,934,311
Walton,110,U.S. Senate,"",DEM,Val Demings,66,,,
Walton,120,U.S. Senate,"",DEM,Val Demings,44,,,
Walton,130,U.S. Senate,"",DEM,Val Demings,122,,,
Walton,210,U.S. Senate,"",DEM,Val Demings,20,,,
Walton,220,U.S. Senate,"",DEM,Val Demings,29,,,
Walton,230,U.S. Senate,"",DEM,Val Demings,56,,,
Walton,240,U.S. Senate,"",DEM,Val Demings,16,,,
Walton,310,U.S. Senate,"",DEM,Val Demings,485,133,196,156
Walton,320,U.S. Senate,"",DEM,Val Demings,240,66,86,88
Walton,330,U.S. Senate,"",DEM,Val Demings,104,38,36,30
Walton,340,U.S. Senate,"",DEM,Val Demings,130,44,55,31
Walton,350,U.S. Senate,"",DEM,Val Demings,68,,,
Walton,360,U.S. Senate,"",DEM,Val Demings,57,,,
Walton,410,U.S. Senate,"",DEM,Val Demings,115,,,
Walton,420,U.S. Senate,"",DEM,Val Demings,63,,,
Walton,430,U.S. Senate,"",DEM,Val Demings,869,334,278,257
Walton,440,U.S. Senate,"",DEM,Val Demings,103,35,35,33
Walton,510,U.S. Senate,"",DEM,Val Demings,1075,387,248,440
Walton,520,U.S. Senate,"",DEM,Val Demings,1270,351,439,480
Walton,530,U.S. Senate,"",DEM,Val Demings,874,284,286,304
Walton,540,U.S. Senate,"",DEM,Val Demings,520,130,217,173
Walton,110,U.S. Senate,"",LPF,Dennis Misigoy,3,,,
Walton,120,U.S. Senate,"",LPF,Dennis Misigoy,3,,,
Walton,130,U.S. Senate,"",LPF,Dennis Misigoy,7,,,
Walton,210,U.S. Senate,"",LPF,Dennis Misigoy,0,0,0,0
Walton,220,U.S. Senate,"",LPF,Dennis Misigoy,1,,,
Walton,230,U.S. Senate,"",LPF,Dennis Misigoy,2,,,
Walton,240,U.S. Senate,"",LPF,Dennis Misigoy,0,0,0,0
Walton,310,U.S. Senate,"",LPF,Dennis Misigoy,19,,,
Walton,320,U.S. Senate,"",LPF,Dennis Misigoy,3,,,
Walton,330,U.S. Senate,"",LPF,Dennis Misigoy,1,,,
Walton,340,U.S. Senate,"",LPF,Dennis Misigoy,1,,,
Walton,350,U.S. Senate,"",LPF,Dennis Misigoy,1,,,
Walton,360,U.S. Senate,"",LPF,Dennis Misigoy,3,,,
Walton,410,U.S. Senate,"",LPF,Dennis Misigoy,1,,,
Walton,420,U.S. Senate,"",LPF,Dennis Misigoy,2,,,
Walton,430,U.S. Senate,"",LPF,Dennis Misigoy,18,,,
Walton,440,U.S. Senate,"",LPF,Dennis Misigoy,2,,,
Walton,510,U.S. Senate,"",LPF,Dennis Misigoy,19,,,
Walton,520,U.S. Senate,"",LPF,Dennis Misigoy,23,,,
Walton,530,U.S. Senate,"",LPF,Dennis Misigoy,11,,,
Walton,540,U.S. Senate,"",LPF,Dennis Misigoy,4,,,
Walton,110,U.S. Senate,"",NPA,Steven B. Grant,3,,,
Walton,120,U.S. Senate,"",NPA,Steven B. Grant,2,,,
Walton,130,U.S. Senate,"",NPA,Steven B. Grant,4,,,
Walton,210,U.S. Senate,"",NPA,Steven B. Grant,2,,,
Walton,220,U.S. Senate,"",NPA,Steven B. Grant,1,,,
Walton,230,U.S. Senate,"",NPA,Steven B. Grant,0,0,0,0
Walton,240,U.S. Senate,"",NPA,Steven B. Grant,1,,,
Walton,310,U.S. Senate,"",NPA,Steven B. Grant,17,,,
Walton,320,U.S. Senate,"",NPA,Steven B. Grant,3,,,
Walton,330,U.S. Senate,"",NPA,Steven B. Grant,5,,,
Walton,340,U.S. Senate,"",NPA,Steven B. Grant,4,,,
