county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail
Baker,Sanderson 1A,U.S. Senate,"",REP,Marco Rubio,1047,416,488,143
Baker,South Macclenny 2A,U.S. Senate,"",REP,Marco Rubio,1679,718,712,249
Baker,North Macclenny 3A,U.S. Senate,"",REP,Marco Rubio,1761,834,713,214
Baker,Baxter 4A,U.S. Senate,"",REP,Marco Rubio,127,,,
Baker,Taylor 4B,U.S. Senate,"",REP,Marco Rubio,384,73,258,53
Baker,Macedonia 4C,U.S. Senate,"",REP,Marco Rubio,1443,730,530,183
Baker,Cuyler 4D,U.S. Senate,"",REP,Marco Rubio,634,234,319,81
Baker,Glen St. Mary 5A,U.S. Senate,"",REP,Marco Rubio,2228,990,925,313
Baker,Olustee 6A,U.S. Senate,"",REP,Marco Rubio,128,,,
Baker,Sanderson 1A,U.S. Senate,"",DEM,Val Demings,322,70,185,67
Baker,South Macclenny 2A,U.S. Senate,"",DEM,Val Demings,270,75,127,68
Baker,North Macclenny 3A,U.S. Senate,"",DEM,Val Demings,217,86,69,62
Baker,Baxter 4A,U.S. Senate,"",DEM,Val Demings,9,,,
Baker,Taylor 4B,U.S. Senate,"",DEM,Val Demings,23,,,
Baker,Macedonia 4C,U.S. Senate,"",DEM,Val Demings,96,,,
Baker,Cuyler 4D,U.S. Senate,"",DEM,Val Demings,42,,,
Baker,Glen St. Mary 5A,U.S. Senate,"",DEM,Val Demings,159,50,55,54
Baker,Olustee 6A,U.S. Senate,"",DEM,Val Demings,43,,,
Baker,Sanderson 1A,U.S. Senate,"",LPF,Dennis Misigoy,9,,,
Baker,South Macclenny 2A,U.S. Senate,"",LPF,Dennis Misigoy,6,,,
Baker,North Macclenny 3A,U.S. Senate,"",LPF,Dennis Misigoy,12,,,
Baker,Baxter 4A,U.S. Senate,"",LPF,Dennis Misigoy,1,,,
Baker,Taylor 4B,U.S. Senate,"",LPF,Dennis Misigoy,3,,,
Baker,Macedonia 4C,U.S. Senate,"",LPF,Dennis Misigoy,4,,,
Baker,Cuyler 4D,U.S. Senate,"",LPF,Dennis Misigoy,1,,,
Baker,Glen St. Mary 5A,U.S. Senate,"",LPF,Dennis Misigoy,7,,,
Baker,Olustee 6A,U.S. Senate,"",LPF,Dennis Misigoy,0,0,0,0
Baker,Sanderson 1A,U.S. Senate,"",NPA,Steven B. Grant,9,,,
Baker,South Macclenny 2A,U.S. Senate,"",NPA,Steven B. Grant,7,,,
Baker,North Macclenny 3A,U.S. Senate,"",NPA,Steven B. Grant,8,,,
Baker,Baxter 4A,U.S. Senate,"",NPA,Steven B. Grant,0,0,0,0
Baker,Taylor 4B,U.S. Senate,"",NPA,Steven B. Grant,0,0,0,0
Baker,Macedonia 4C,U.S. Senate,"",NPA,Steven B. Grant,1,,,
Baker,Cuyler 4D,U.S. Senate,"",NPA,Steven B. Grant,2,,,
Baker,Glen St. Mary 5A,U.S. Senate,"",NPA,Steven B. Grant,4,,,
Baker,Olustee 6A,U.S. Senate,"",NPA,Steven B. Grant,0,0,0,0
Baker,Sanderson 1A,U.S. Senate,"",NPA,Tuan TQ Nquyen,1,,,
Baker,South Macclenny 2A,U.S. Senate,"",NPA,Tuan TQ Nquyen,1,,,
Baker,North Macclenny 3A,U.S. Senate,"",NPA,Tuan TQ Nquyen,2,,,
Baker,Baxter 4A,U.S. Senate,"",NPA,Tuan TQ Nquyen,0,0,0,0
Baker,Taylor 4B,U.S. Senate,"",NPA,Tuan TQ Nquyen,2,,,
Baker,Macedonia 4C,U.S. Senate,"",NPA,Tuan TQ Nquyen,0,0,0,0
Baker,Cuyler 4D,U.S. Senate,"",NPA,Tuan TQ Nquyen,0,0,0,0
Baker,Glen St. Mary 5A,U.S. Senate,"",NPA,Tuan TQ Nquyen,0,0,0,0
Baker,Olustee 6A,U.S. Senate,"",NPA,Tuan TQ Nquyen,0,0,0,0
Baker,Sanderson 1A,U.S. Senate,"","",Write-in,2,,,
Baker,South Macclenny 2A,U.S. Senate,"","",Write-in,0,0,0,0
Baker,North Macclenny 3A,U.S. Senate,"","",Write-in,0,0,0,0
Baker,Baxter 4A,U.S. Senate,"","",Write-in,0,0,0,0
Baker,Taylor 4B,U.S. Senate,"","",Write-in,0,0,0,0
Baker,Macedonia 4C,U.S. Senate,"","",Write-in,0,0,0,0
Baker,Cuyler 4D,U.S. Senate,"","",Write-in,0,0,0,0
Baker,Glen St. Mary 5A,U.S. Senate,"","",Write-in,2,,,
Baker,Olustee 6A,U.S. Senate,"","",Write-in,1,,,
Baker,Sanderson 1A,U.S. House,3,REP,Kat Cammack,1040,418,484,138
Baker,South Macclenny 2A,U.S. House,3,REP,Kat Cammack,1664,707,714,243
Baker,North Macclenny 3A,U.S. House,3,REP,Kat Cammack,1766,831,722,213
Baker,Baxter 4A,U.S. House,3,REP,Kat Cammack,129,,,
Baker,Taylor 4B,U.S. House,3,REP,Kat Cammack,384,72,259,53
Baker,Macedonia 4C,U.S. House,3,REP,Kat Cammack,1430,728,529,173
Baker,Cuyler 4D,U.S. House,3,REP,Kat Cammack,625,232,315,78
Baker,Glen St. Mary 5A,U.S. House,3,REP,Kat Cammack,2213,979,921,313
Baker,Olustee 6A,U.S. House,3,REP,Kat Cammack,128,,,
Baker,Sanderson 1A,U.S. House,3,DEM,Danielle Hawk,322,64,190,68
Baker,South Macclenny 2A,U.S. House,3,DEM,Danielle Hawk,262,76,120,66
Baker,North Macclenny 3A,U.S. House,3,DEM,Danielle Hawk,202,86,61,55
Baker,Baxter 4A,U.S. House,3,DEM,Danielle Hawk,7,,,
Baker,Taylor 4B,U.S. House,3,DEM,Danielle Hawk,24,,,
Baker,Macedonia 4C,U.S. House,3,DEM,Danielle Hawk,86,,,
Baker,Cuyler 4D,U.S. House,3,DEM,Danielle Hawk,42,,,
Baker,Glen St. Mary 5A,U.S. House,3,DEM,Danielle Hawk,164,53,58,53
Baker,Olustee 6A,U.S. House,3,DEM,Danielle Hawk,43,,,
Baker,Sanderson 1A,U.S. House,3,NPA,Linda S. Brooks,18,,,
Baker,South Macclenny 2A,U.S. House,3,NPA,Linda S. Brooks,15,,,
Baker,North Macclenny 3A,U.S. House,3,NPA,Linda S. Brooks,18,,,
Baker,Baxter 4A,U.S. House,3,NPA,Linda S. Brooks,0,0,0,0
Baker,Taylor 4B,U.S. House,3,NPA,Linda S. Brooks,6,,,
Baker,Macedonia 4C,U.S. House,3,NPA,Linda S. Brooks,7,,,
Baker,Cuyler 4D,U.S. House,3,NPA,Linda S. Brooks,5,,,
Baker,Glen St. Mary 5A,U.S. House,3,NPA,Linda S. Brooks,11,,,
Baker,Olustee 6A,U.S. House,3,NPA,Linda S. Brooks,1,,,
Baker,Sanderson 1A,Governor,"",REP,Ron DeSantis,1086,423,514,149
Baker,South Macclenny 2A,Governor,"",REP,Ron DeSantis,1701,721,728,252
Baker,North Macclenny 3A,Governor,"",REP,Ron DeSantis,1795,845,732,218
Baker,Baxter 4A,Governor,"",REP,Ron DeSantis,130,,,
Baker,Taylor 4B,Governor,"",REP,Ron DeSantis,390,76,259,55
Baker,Macedonia 4C,Governor,"",REP,Ron DeSantis,1460,736,539,185
Baker,Cuyler 4D,Governor,"",REP,Ron DeSantis,650,236,331,83
Baker,Glen St. Mary 5A,Governor,"",REP,Ron DeSantis,2252,997,937,318
Baker,Olustee 6A,Governor,"",REP,Ron DeSantis,130,,,
Baker,Sanderson 1A,Governor,"",DEM,Charlie Crist,300,62,172,66
Baker,South Macclenny 2A,Governor,"",DEM,Charlie Crist,256,73,117,66
Baker,North Macclenny 3A,Governor,"",DEM,Charlie Crist,205,82,62,61
Baker,Baxter 4A,Governor,"",DEM,Charlie Crist,7,,,
Baker,Taylor 4B,Governor,"",DEM,Charlie Crist,22,,,
Baker,Macedonia 4C,Governor,"",DEM,Charlie Crist,83,,,
Baker,Cuyler 4D,Governor,"",DEM,Charlie Crist,32,,,
Baker,Glen St. Mary 5A,Governor,"",DEM,Charlie Crist,145,45,49,51
Baker,Olustee 6A,Governor,"",DEM,Charlie Crist,42,,,
Baker,Sanderson 1A,Governor,"",LPF,Hector Roos,7,,,
Baker,South Macclenny 2A,Governor,"",LPF,Hector Roos,5,,,
Baker,North Macclenny 3A,Governor,"",LPF,Hector Roos,3,,,
Baker,Baxter 4A,Governor,"",LPF,Hector Roos,0,0,0,0
Baker,Taylor 4B,Governor,"",LPF,Hector Roos,1,,,
Baker,Macedonia 4C,Governor,"",LPF,Hector Roos,2,,,
Baker,Cuyler 4D,Governor,"",LPF,Hector Roos,0,0,0,0
Baker,Glen St. Mary 5A,Governor,"",LPF,Hector Roos,0,0,0,0
Baker,Olustee 6A,Governor,"",LPF,Hector Roos,0,0,0,0
Baker,Sanderson 1A,Governor,"",NPA,Carmen Jackie Gimenez,6,,,
Baker,South Macclenny 2A,Governor,"",NPA,Carmen Jackie Gimenez,7,,,
Baker,North Macclenny 3A,Governor,"",NPA,Carmen Jackie Gimenez,1,,,
Baker,Baxter 4A,Governor,"",NPA,Carmen Jackie Gimenez,0,0,0,0
Baker,Taylor 4B,Governor,"",NPA,Carmen Jackie Gimenez,1,,,
Baker,Macedonia 4C,Governor,"",NPA,Carmen Jackie Gimenez,1,,,
