county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail
Nassau,11 MLK / Elm St Rec Center,U.S. Senate,"",REP,Marco Rubio,1091,417,447,227
Nassau,12 Atlantic Ave Rec Center,U.S. Senate,"",REP,Marco Rubio,2811,1193,906,712
Nassau,13 Lighthouse Bible Baptist Ch,U.S. Senate,"",REP,Marco Rubio,2570,1049,804,717
Nassau,14 James S Page Governmental C,U.S. Senate,"",REP,Marco Rubio,1077,473,358,246
Nassau,21 American Beach Community Ce,U.S. Senate,"",REP,Marco Rubio,2977,1113,785,1079
Nassau,22 Springhill Baptist Church,U.S. Senate,"",REP,Marco Rubio,2289,731,1096,462
Nassau,23 Springhill Baptist Church,U.S. Senate,"",REP,Marco Rubio,3551,1702,1072,777
Nassau,31 James S Page Governmental C,U.S. Senate,"",REP,Marco Rubio,1615,662,623,330
Nassau,32 Yulee Sports Complex,U.S. Senate,"",REP,Marco Rubio,1436,606,603,227
Nassau,33 The River of Praise Worship,U.S. Senate,"",REP,Marco Rubio,2459,975,1055,429
Nassau,34 FSCJ - Building 30 Nassau R,U.S. Senate,"",REP,Marco Rubio,823,293,392,138
Nassau,41 Hilliard Community Center,U.S. Senate,"",REP,Marco Rubio,3187,1421,1279,487
Nassau,42 River Road Baptist Church,U.S. Senate,"",REP,Marco Rubio,973,362,483,128
Nassau,43 Bryceville Community Center,U.S. Senate,"",REP,Marco Rubio,2104,593,1113,398
Nassau,44 Callahan Fairgrounds - Mult,U.S. Senate,"",REP,Marco Rubio,858,339,368,151
Nassau,51 FSCJ - Building 30 Nassau R,U.S. Senate,"",REP,Marco Rubio,1430,528,685,217
Nassau,52 Callahan Fairgrounds - Mult,U.S. Senate,"",REP,Marco Rubio,1433,672,568,193
Nassau,53 Walter Junior Boatright Cou,U.S. Senate,"",REP,Marco Rubio,3260,1468,1324,468
Nassau,11 MLK / Elm St Rec Center,U.S. Senate,"",DEM,Val Demings,846,239,258,349
Nassau,12 Atlantic Ave Rec Center,U.S. Senate,"",DEM,Val Demings,1700,578,394,728
Nassau,13 Lighthouse Bible Baptist Ch,U.S. Senate,"",DEM,Val Demings,1404,432,256,716
Nassau,14 James S Page Governmental C,U.S. Senate,"",DEM,Val Demings,341,121,69,151
Nassau,21 American Beach Community Ce,U.S. Senate,"",DEM,Val Demings,1378,368,252,758
Nassau,22 Springhill Baptist Church,U.S. Senate,"",DEM,Val Demings,714,215,172,327
Nassau,23 Springhill Baptist Church,U.S. Senate,"",DEM,Val Demings,1314,504,262,548
Nassau,31 James S Page Governmental C,U.S. Senate,"",DEM,Val Demings,499,152,141,206
Nassau,32 Yulee Sports Complex,U.S. Senate,"",DEM,Val Demings,441,189,100,152
Nassau,33 The River of Praise Worship,U.S. Senate,"",DEM,Val Demings,651,205,168,278
Nassau,34 FSCJ - Building 30 Nassau R,U.S. Senate,"",DEM,Val Demings,270,90,112,68
Nassau,41 Hilliard Community Center,U.S. Senate,"",DEM,Val Demings,364,136,117,111
Nassau,42 River Road Baptist Church,U.S. Senate,"",DEM,Val Demings,47,,,
Nassau,43 Bryceville Community Center,U.S. Senate,"",DEM,Val Demings,164,35,60,69
Nassau,44 Callahan Fairgrounds - Mult,U.S. Senate,"",DEM,Val Demings,103,38,31,34
Nassau,51 FSCJ - Building 30 Nassau R,U.S. Senate,"",DEM,Val Demings,517,159,201,157
Nassau,52 Callahan Fairgrounds - Mult,U.S. Senate,"",DEM,Val Demings,205,70,72,63
Nassau,53 Walter Junior Boatright Cou,U.S. Senate,"",DEM,Val Demings,379,146,126,107
Nassau,11 MLK / Elm St Rec Center,U.S. Senate,"",LPF,Dennis Misigoy,15,,,
Nassau,12 Atlantic Ave Rec Center,U.S. Senate,"",LPF,Dennis Misigoy,18,,,
Nassau,13 Lighthouse Bible Baptist Ch,U.S. Senate,"",LPF,Dennis Misigoy,23,,,
Nassau,14 James S Page Governmental C,U.S. Senate,"",LPF,Dennis Misigoy,4,,,
Nassau,21 American Beach Community Ce,U.S. Senate,"",LPF,Dennis Misigoy,13,,,
Nassau,22 Springhill Baptist Church,U.S. Senate,"",LPF,Dennis Misigoy,11,,,
Nassau,23 Springhill Baptist Church,U.S. Senate,"",LPF,Dennis Misigoy,18,,,
Nassau,31 James S Page Governmental C,U.S. Senate,"",LPF,Dennis Misigoy,11,,,
Nassau,32 Yulee Sports Complex,U.S. Senate,"",LPF,Dennis Misigoy,3,,,
Nassau,33 The River of Praise Worship,U.S. Senate,"",LPF,Dennis Misigoy,15,,,
Nassau,34 FSCJ - Building 30 Nassau R,U.S. Senate,"",LPF,Dennis Misigoy,13,,,
Nassau,41 Hilliard Community Center,U.S. Senate,"",LPF,Dennis Misigoy,13,,,
Nassau,42 River Road Baptist Church,U.S. Senate,"",LPF,Dennis Misigoy,7,,,
Nassau,43 Bryceville Community Center,U.S. Senate,"",LPF,Dennis Misigoy,8,,,
Nassau,44 Callahan Fairgrounds - Mult,U.S. Senate,"",LPF,Dennis Misigoy,5,,,
Nassau,51 FSCJ - Building 30 Nassau R,U.S. Senate,"",LPF,Dennis Misigoy,12,,,
Nassau,52 Callahan Fairgrounds - Mult,U.S. Senate,"",LPF,Dennis Misigoy,1,,,
Nassau,53 Walter Junior Boatright Cou,U.S. Senate,"",LPF,Dennis Misigoy,11,,,
Nassau,11 MLK / Elm St Rec Center,U.S. Senate,"",NPA,Steven B. Grant,6,,,
Nassau,12 Atlantic Ave Rec Center,U.S. Senate,"",NPA,Steven B. Grant,15,,,
Nassau,13 Lighthouse Bible Baptist Ch,U.S. Senate,"",NPA,Steven B. Grant,10,,,
Nassau,14 James S Page Governmental C,U.S. Senate,"",NPA,Steven B. Grant,1,,,
Nassau,21 American Beach Community Ce,U.S. Senate,"",NPA,Steven B. Grant,7,,,
Nassau,22 Springhill Baptist Church,U.S. Senate,"",NPA,Steven B. Grant,11,,,
Nassau,23 Springhill Baptist Church,U.S. Senate,"",NPA,Steven B. Grant,12,,,
Nassau,31 James S Page Governmental C,U.S. Senate,"",NPA,Steven B. Grant,12,,,
Nassau,32 Yulee Sports Complex,U.S. Senate,"",NPA,Steven B. Grant,6,,,
Nassau,33 The River of Praise Worship,U.S. Senate,"",NPA,Steven B. Grant,13,,,
Nassau,34 FSCJ - Building 30 Nassau R,U.S. Senate,"",NPA,Steven B. Grant,9,,,
Nassau,41 Hilliard Community Center,U.S. Senate,"",NPA,Steven B. Grant,23,,,
Nassau,42 River Road Baptist Church,U.S. Senate,"",NPA,Steven B. Grant,2,,,
Nassau,43 Bryceville Community Center,U.S. Senate,"",NPA,Steven B. Grant,3,,,
Nassau,44 Callahan Fairgrounds - Mult,U.S. Senate,"",NPA,Steven B. Grant,1,,,
Nassau,51 FSCJ - Building 30 Nassau R,U.S. Senate,"",NPA,Steven B. Grant,12,,,
Nassau,52 Callahan Fairgrounds - Mult,U.S. Senate,"",NPA,Steven B. Grant,6,,,
Nassau,53 Walter Junior Boatright Cou,U.S. Senate,"",NPA,Steven B. Grant,17,,,
Nassau,11 MLK / Elm St Rec Center,U.S. Senate,"",NPA,Tuan TQ Nguyen,3,,,
Nassau,12 Atlantic Ave Rec Center,U.S. Senate,"",NPA,Tuan TQ Nguyen,7,,,
Nassau,13 Lighthouse Bible Baptist Ch,U.S. Senate,"",NPA,Tuan TQ Nguyen,2,,,
Nassau,14 James S Page Governmental C,U.S. Senate,"",NPA,Tuan TQ Nguyen,3,,,
Nassau,21 American Beach Community Ce,U.S. Senate,"",NPA,Tuan TQ Nguyen,5,,,
Nassau,22 Springhill Baptist Church,U.S. Senate,"",NPA,Tuan TQ Nguyen,7,,,
Nassau,23 Springhill Baptist Church,U.S. Senate,"",NPA,Tuan TQ Nguyen,13,,,
Nassau,31 James S Page Governmental C,U.S. Senate,"",NPA,Tuan TQ Nguyen,1,,,
Nassau,32 Yulee Sports Complex,U.S. Senate,"",NPA,Tuan TQ Nguyen,4,,,
Nassau,33 The River of Praise Worship,U.S. Senate,"",NPA,Tuan TQ Nguyen,3,,,
Nassau,34 FSCJ - Building 30 Nassau R,U.S. Senate,"",NPA,Tuan TQ Nguyen,1,,,
Nassau,41 Hilliard Community Center,U.S. Senate,"",NPA,Tuan TQ Nguyen,5,,,
Nassau,42 River Road Baptist Church,U.S. Senate,"",NPA,Tuan TQ Nguyen,1,,,
Nassau,43 Bryceville Community Center,U.S. Senate,"",NPA,Tuan TQ Nguyen,0,0,0,0
Nassau,44 Callahan Fairgrounds - Mult,U.S. Senate,"",NPA,Tuan TQ Nguyen,0,0,0,0
Nassau,51 FSCJ - Building 30 Nassau R,U.S. Senate,"",NPA,Tuan TQ Nguyen,5,,,
Nassau,52 Callahan Fairgrounds - Mult,U.S. Senate,"",NPA,Tuan TQ Nguyen,2,,,
Nassau,53 Walter Junior Boatright Cou,U.S. Senate,"",NPA,Tuan TQ Nguyen,2,,,
Nassau,11 MLK / Elm St Rec Center,U.S. Senate,"","",WRITE-IN,0,0,0,0
Nassau,12 Atlantic Ave Rec Center,U.S. Senate,"","",WRITE-IN,5,,,
Nassau,13 Lighthouse Bible Baptist Ch,U.S. Senate,"","",WRITE-IN,1,,,
Nassau,14 James S Page Governmental C,U.S. Senate,"","",WRITE-IN,2,,,
Nassau,21 American Beach Community Ce,U.S. Senate,"","",WRITE-IN,0,0,0,0
Nassau,22 Springhill Baptist Church,U.S. Senate,"","",WRITE-IN,2,,,
Nassau,23 Springhill Baptist Church,U.S. Senate,"","",WRITE-IN,5,,,
Nassau,31 James S Page Governmental C,U.S. Senate,"","",WRITE-IN,2,,,
Nassau,32 Yulee Sports Complex,U.S. Senate,"","",WRITE-IN,0,0,0,0
Nassau,33 The River of Praise Worship,U.S. Senate,"","",WRITE-IN,1,,,
Nassau,34 FSCJ - Building 30 Nassau R,U.S. Senate,"","",WRITE-IN,0,0,0,0
Nassau,41 Hilliard Community Center,U.S. Senate,"","",WRITE-IN,3,,,
Nassau,42 River Road Baptist Church,U.S. Senate,"","",WRITE-IN,0,0,0,0
Nassau,43 Bryceville Community Center,U.S. Senate,"","",WRITE-IN,0,0,0,0
Nassau,44 Callahan Fairgrounds - Mult,U.S. Senate,"","",WRITE-IN,0,0,0,0
Nassau,51 FSCJ - Building 30 Nassau R,U.S. Senate,"","",WRITE-IN,1,,,
Nassau,52 Callahan Fairgrounds - Mult,U.S. Senate,"","",WRITE-IN,0,0,0,0
Nassau,53 Walter Junior Boatright Cou,U.S. Senate,"","",WRITE-IN,0,0,0,0
Nassau,11 MLK / Elm St Rec Center,U.S. Senate,"",STATS,OVER VOTES,0,0,0,0
Nassau,12 Atlantic Ave Rec Center,U.S. Senate,"",STATS,OVER VOTES,0,0,0,0
Nassau,13 Lighthouse Bible Baptist Ch,U.S. Senate,"",STATS,OVER VOTES,0,0,0,0
Nassau,14 James S Page Governmental C,U.S. Senate,"",STATS,OVER VOTES,0,0,0,0
Nassau,21 American Beach Community Ce,U.S. Senate,"",STATS,OVER VOTES,1,,,
Nassau,22 Springhill Baptist Church,U.S. Senate,"",STATS,OVER VOTES,0,0,0,0
Nassau,23 Springhill Baptist Church,U.S. Senate,"",STATS,OVER VOTES,0,0,0,0
Nassau,31 James S Page Governmental C,U.S. Senate,"",STATS,OVER VOTES,0,0,0,0
Nassau,32 Yulee Sports Complex,U.S. Senate,"",STATS,OVER VOTES,1,,,
Nassau,33 The River of Praise Worship,U.S. Senate,"",STATS,OVER VOTES,0,0,0,0
Nassau,34 FSCJ - Building 30 Nassau R,U.S. Senate,"",STATS,OVER VOTES,0,0,0,0
Nassau,41 Hilliard Community Center,U.S. Senate,"",STATS,OVER VOTES,1,,,
Nassau,42 River Road Baptist Church,U.S. Senate,"",STATS,OVER VOTES,0,0,0,0
Nassau,43 Bryceville Community Center,U.S. Senate,"",STATS,OVER VOTES,0,0,0,0
Nassau,44 Callahan Fairgrounds - Mult,U.S. Senate,"",STATS,OVER VOTES,0,0,0,0
Nassau,51 FSCJ - Building 30 Nassau R,U.S. Senate,"",STATS,OVER VOTES,0,0,0,0
Nassau,52 Callahan Fairgrounds - Mult,U.S. Senate,"",STATS,OVER VOTES,1,,,
Nassau,53 Walter Junior Boatright Cou,U.S. Senate,"",STATS,OVER VOTES,0,0,0,0
Nassau,11 MLK / Elm St Rec Center,U.S. Senate,"",STATS,UNDER VOTES,10,,,
Nassau,12 Atlantic Ave Rec Center,U.S. Senate,"",STATS,UNDER VOTES,20,,,
