county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail
Escambia,1,U.S. Senate,"",REP,Marco Rubio,881,249,389,243
Escambia,101,U.S. Senate,"",REP,Marco Rubio,867,246,434,187
Escambia,102,U.S. Senate,"",REP,Marco Rubio,1255,370,578,307
Escambia,103,U.S. Senate,"",REP,Marco Rubio,292,78,148,66
Escambia,104,U.S. Senate,"",REP,Marco Rubio,335,64,193,78
Escambia,105,U.S. Senate,"",REP,Marco Rubio,2396,1034,808,554
Escambia,106,U.S. Senate,"",REP,Marco Rubio,616,170,297,149
Escambia,107,U.S. Senate,"",REP,Marco Rubio,1095,356,513,226
Escambia,108,U.S. Senate,"",REP,Marco Rubio,1107,369,479,259
Escambia,11,U.S. Senate,"",REP,Marco Rubio,588,98,409,81
Escambia,110,U.S. Senate,"",REP,Marco Rubio,648,160,400,88
Escambia,111,U.S. Senate,"",REP,Marco Rubio,1160,330,571,259
Escambia,112,U.S. Senate,"",REP,Marco Rubio,2653,928,1131,594
Escambia,113,U.S. Senate,"",REP,Marco Rubio,438,97,248,93
Escambia,114,U.S. Senate,"",REP,Marco Rubio,1569,451,850,268
Escambia,14,U.S. Senate,"",REP,Marco Rubio,130,35,42,53
Escambia,15,U.S. Senate,"",REP,Marco Rubio,317,130,99,88
Escambia,18,U.S. Senate,"",REP,Marco Rubio,315,74,197,44
Escambia,19,U.S. Senate,"",REP,Marco Rubio,2283,930,957,396
Escambia,21,U.S. Senate,"",REP,Marco Rubio,1219,405,628,186
Escambia,22,U.S. Senate,"",REP,Marco Rubio,211,49,114,48
Escambia,23,U.S. Senate,"",REP,Marco Rubio,447,73,317,57
Escambia,24,U.S. Senate,"",REP,Marco Rubio,1331,345,663,323
Escambia,25,U.S. Senate,"",REP,Marco Rubio,430,81,195,154
Escambia,26,U.S. Senate,"",REP,Marco Rubio,1770,705,703,362
Escambia,28,U.S. Senate,"",REP,Marco Rubio,481,127,269,85
Escambia,29,U.S. Senate,"",REP,Marco Rubio,244,62,138,44
Escambia,3,U.S. Senate,"",REP,Marco Rubio,1023,235,545,243
Escambia,30,U.S. Senate,"",REP,Marco Rubio,1034,348,433,253
Escambia,31,U.S. Senate,"",REP,Marco Rubio,1070,138,192,740
Escambia,32,U.S. Senate,"",REP,Marco Rubio,131,,,
Escambia,33,U.S. Senate,"",REP,Marco Rubio,726,106,510,110
Escambia,34,U.S. Senate,"",REP,Marco Rubio,262,55,127,80
Escambia,35,U.S. Senate,"",REP,Marco Rubio,800,192,430,178
Escambia,36,U.S. Senate,"",REP,Marco Rubio,1436,526,642,268
Escambia,38,U.S. Senate,"",REP,Marco Rubio,1724,603,819,302
Escambia,40,U.S. Senate,"",REP,Marco Rubio,715,190,365,160
Escambia,41,U.S. Senate,"",REP,Marco Rubio,428,102,233,93
Escambia,42,U.S. Senate,"",REP,Marco Rubio,912,324,343,245
Escambia,43,U.S. Senate,"",REP,Marco Rubio,2879,921,1376,582
Escambia,46,U.S. Senate,"",REP,Marco Rubio,1132,280,591,261
Escambia,47,U.S. Senate,"",REP,Marco Rubio,174,43,92,39
Escambia,48,U.S. Senate,"",REP,Marco Rubio,56,,,
Escambia,49,U.S. Senate,"",REP,Marco Rubio,269,89,130,50
Escambia,5,U.S. Senate,"",REP,Marco Rubio,1394,407,683,304
Escambia,51,U.S. Senate,"",REP,Marco Rubio,1148,381,492,275
Escambia,54,U.S. Senate,"",REP,Marco Rubio,862,164,505,193
Escambia,55,U.S. Senate,"",REP,Marco Rubio,899,307,388,204
Escambia,56,U.S. Senate,"",REP,Marco Rubio,426,141,204,81
Escambia,58,U.S. Senate,"",REP,Marco Rubio,755,224,346,185
Escambia,6,U.S. Senate,"",REP,Marco Rubio,743,197,432,114
Escambia,60,U.S. Senate,"",REP,Marco Rubio,79,,,
Escambia,61,U.S. Senate,"",REP,Marco Rubio,708,166,378,164
Escambia,62,U.S. Senate,"",REP,Marco Rubio,435,109,235,91
Escambia,63,U.S. Senate,"",REP,Marco Rubio,31,,,
Escambia,64,U.S. Senate,"",REP,Marco Rubio,940,268,427,245
Escambia,67,U.S. Senate,"",REP,Marco Rubio,2327,1115,806,406
Escambia,68,U.S. Senate,"",REP,Marco Rubio,1439,498,573,368
Escambia,69,U.S. Senate,"",REP,Marco Rubio,1077,326,509,242
Escambia,7,U.S. Senate,"",REP,Marco Rubio,3042,1107,1413,522
Escambia,70,U.S. Senate,"",REP,Marco Rubio,751,212,392,147
Escambia,71,U.S. Senate,"",REP,Marco Rubio,522,123,310,89
Escambia,72,U.S. Senate,"",REP,Marco Rubio,565,150,288,127
Escambia,73,U.S. Senate,"",REP,Marco Rubio,1528,584,626,318
Escambia,74,U.S. Senate,"",REP,Marco Rubio,2664,1190,940,534
Escambia,75,U.S. Senate,"",REP,Marco Rubio,849,183,470,196
Escambia,77,U.S. Senate,"",REP,Marco Rubio,385,85,190,110
Escambia,80,U.S. Senate,"",REP,Marco Rubio,358,51,197,110
Escambia,82,U.S. Senate,"",REP,Marco Rubio,184,53,96,35
Escambia,83,U.S. Senate,"",REP,Marco Rubio,749,237,360,152
Escambia,86,U.S. Senate,"",REP,Marco Rubio,935,230,570,135
Escambia,88,U.S. Senate,"",REP,Marco Rubio,716,187,341,188
Escambia,90,U.S. Senate,"",REP,Marco Rubio,193,43,101,49
Escambia,91,U.S. Senate,"",REP,Marco Rubio,1334,424,505,405
Escambia,94,U.S. Senate,"",REP,Marco Rubio,1393,251,802,340
Escambia,95,U.S. Senate,"",REP,Marco Rubio,1641,648,718,275
Escambia,97,U.S. Senate,"",REP,Marco Rubio,1186,403,482,301
Escambia,98,U.S. Senate,"",REP,Marco Rubio,320,100,132,88
Escambia,99,U.S. Senate,"",REP,Marco Rubio,798,207,391,200
Escambia,1,U.S. Senate,"",DEM,Val Demings,396,96,126,174
Escambia,101,U.S. Senate,"",DEM,Val Demings,451,108,192,151
