county,precinct,office,district,candidate,party,provisional,mail,early_voting,election_day,votes
Highlands,Precinct 1,President,,Donald J. Trump,REP,0,261,490,198,949
Highlands,Precinct 2,President,,Donald J. Trump,REP,,,,,903
Highlands,Precinct 3,President,,Donald J. Trump,REP,0,290,573,348,1211
Highlands,Precinct 4,President,,Donald J. Trump,REP,0,682,905,595,2182
Highlands,Precinct 5,President,,Donald J. Trump,REP,0,795,1084,656,2535
Highlands,Precinct 6,President,,Donald J. Trump,REP,0,361,467,276,1104
Highlands,Precinct 7,President,,Donald J. Trump,REP,,,,,465
Highlands,Precinct 8,President,,Donald J. Trump,REP,,,,,797
Highlands,Precinct 9,President,,Donald J. Trump,REP,,,,,63
Highlands,Precinct 10,President,,Donald J. Trump,REP,,,,,999
Highlands,Precinct 11,President,,Donald J. Trump,REP,0,342,470,247,1059
Highlands,Precinct 12,President,,Donald J. Trump,REP,,,,,694
Highlands,Precinct 13,President,,Donald J. Trump,REP,0,686,1350,485,2521
Highlands,Precinct 14,President,,Donald J. Trump,REP,0,41,61,165,267
Highlands,Precinct 15,President,,Donald J. Trump,REP,,,,,3794
Highlands,Precinct 16,President,,Donald J. Trump,REP,,,,,2189
Highlands,Precinct 17,President,,Donald J. Trump,REP,,,,,3922
Highlands,Precinct 18,President,,Donald J. Trump,REP,,,,,157
Highlands,Precinct 19,President,,Donald J. Trump,REP,,,,,1813
Highlands,Precinct 20,President,,Donald J. Trump,REP,,,,,1131
Highlands,Precinct 21,President,,Donald J. Trump,REP,0,529,844,573,1946
Highlands,Precinct 22,President,,Donald J. Trump,REP,0,110,73,195,378
Highlands,Precinct 23,President,,Donald J. Trump,REP,0,113,217,131,461
Highlands,Precinct 24,President,,Donald J. Trump,REP,,,,,1290
Highlands,Precinct 25,President,,Donald J. Trump,REP,,,,,2043
Highlands,Precinct 1,President,,Joseph R. Biden,DEM,0,239,202,127,568
Highlands,Precinct 2,President,,Joseph R. Biden,DEM,,,,,1312
Highlands,Precinct 3,President,,Joseph R. Biden,DEM,0,193,91,55,339
Highlands,Precinct 4,President,,Joseph R. Biden,DEM,,,,,1305
Highlands,Precinct 5,President,,Joseph R. Biden,DEM,,,,,1301
Highlands,Precinct 6,President,,Joseph R. Biden,DEM,0,326,79,55,460
Highlands,Precinct 7,President,,Joseph R. Biden,DEM,0,180,144,82,406
Highlands,Precinct 8,President,,Joseph R. Biden,DEM,0,251,129,113,493
Highlands,Precinct 9,President,,Joseph R. Biden,DEM,0,191,119,124,434
Highlands,Precinct 10,President,,Joseph R. Biden,DEM,0,269,135,82,486
Highlands,Precinct 11,President,,Joseph R. Biden,DEM,0,250,110,72,432
Highlands,Precinct 12,President,,Joseph R. Biden,DEM,,,,,190
Highlands,Precinct 13,President,,Joseph R. Biden,DEM,,,,,1070
Highlands,Precinct 14,President,,Joseph R. Biden,DEM,,,,,56
Highlands,Precinct 15,President,,Joseph R. Biden,DEM,0,858,378,161,1397
Highlands,Precinct 16,President,,Joseph R. Biden,DEM,,,,,1217
Highlands,Precinct 17,President,,Joseph R. Biden,DEM,,,,,1342
Highlands,Precinct 18,President,,Joseph R. Biden,DEM,,,,,39
Highlands,Precinct 19,President,,Joseph R. Biden,DEM,0,423,305,167,895
Highlands,Precinct 20,President,,Joseph R. Biden,DEM,0,292,139,110,541
Highlands,Precinct 21,President,,Joseph R. Biden,DEM,0,351,147,70,568
Highlands,Precinct 22,President,,Joseph R. Biden,DEM,,,,,61
Highlands,Precinct 23,President,,Joseph R. Biden,DEM,,,,,202
Highlands,Precinct 24,President,,Joseph R. Biden,DEM,,,,,546
Highlands,Precinct 25,President,,Joseph R. Biden,DEM,,,,,1278
Highlands,Precinct 1,President,,Jo Jorgensen,LPF,,,,,4
Highlands,Precinct 2,President,,Jo Jorgensen,LPF,,,,,11
Highlands,Precinct 3,President,,Jo Jorgensen,LPF,,,,,6
Highlands,Precinct 4,President,,Jo Jorgensen,LPF,,,,,23
Highlands,Precinct 5,President,,Jo Jorgensen,LPF,,,,,31
Highlands,Precinct 6,President,,Jo Jorgensen,LPF,,,,,11
Highlands,Precinct 7,President,,Jo Jorgensen,LPF,,,,,2
Highlands,Precinct 8,President,,Jo Jorgensen,LPF,,,,,7
Highlands,Precinct 9,President,,Jo Jorgensen,LPF,0,0,0,0,0
Highlands,Precinct 10,President,,Jo Jorgensen,LPF,,,,,14
Highlands,Precinct 11,President,,Jo Jorgensen,LPF,,,,,4
Highlands,Precinct 12,President,,Jo Jorgensen,LPF,,,,,1
Highlands,Precinct 13,President,,Jo Jorgensen,LPF,,,,,11
Highlands,Precinct 14,President,,Jo Jorgensen,LPF,,,,,1
Highlands,Precinct 15,President,,Jo Jorgensen,LPF,,,,,19
Highlands,Precinct 16,President,,Jo Jorgensen,LPF,,,,,22
Highlands,Precinct 17,President,,Jo Jorgensen,LPF,,,,,20
Highlands,Precinct 18,President,,Jo Jorgensen,LPF,,,,,1
Highlands,Precinct 19,President,,Jo Jorgensen,LPF,,,,,10
Highlands,Precinct 20,President,,Jo Jorgensen,LPF,,,,,2
Highlands,Precinct 21,President,,Jo Jorgensen,LPF,,,,,7
Highlands,Precinct 22,President,,Jo Jorgensen,LPF,,,,,1
Highlands,Precinct 23,President,,Jo Jorgensen,LPF,,,,,1
Highlands,Precinct 24,President,,Jo Jorgensen,LPF,,,,,5
Highlands,Precinct 25,President,,Jo Jorgensen,LPF,,,,,9
Highlands,Precinct 1,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,2
Highlands,Precinct 2,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Highlands,Precinct 3,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Highlands,Precinct 4,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,4
Highlands,Precinct 5,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,2
Highlands,Precinct 6,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,2
Highlands,Precinct 7,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
Highlands,Precinct 8,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Highlands,Precinct 9,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Highlands,Precinct 10,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Highlands,Precinct 11,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Highlands,Precinct 12,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Highlands,Precinct 13,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
