county,precinct,office,district,candidate,party,provisional,mail,early_voting,election_day,votes
Lafayette,Day Community Center,President,,Trump and Pence,REP,,,,,675
Lafayette,Lafayette Public Library,President,,Trump and Pence,REP,,,,,507
Lafayette,Airline Community Center,President,,Trump and Pence,REP,0,144,431,222,797
Lafayette,4th District Community Center,President,,Trump and Pence,REP,0,174,268,405,847
Lafayette,Mayo Community Center,President,,Trump and Pence,REP,0,62,177,63,302
Lafayette,Day Community Center,President,,Joseph R. Biden,DEM,,,,,76
Lafayette,Lafayette Public Library,President,,Joseph R. Biden,DEM,,,,,72
Lafayette,Airline Community Center,President,,Joseph R. Biden,DEM,,,,,92
Lafayette,4th District Community Center,President,,Joseph R. Biden,DEM,,,,,101
Lafayette,Mayo Community Center,President,,Joseph R. Biden,DEM,,,,,169
Lafayette,Day Community Center,President,,Jorgensen and Cohen,LPF,,,,,5
Lafayette,Lafayette Public Library,President,,Jorgensen and Cohen,LPF,,,,,4
Lafayette,Airline Community Center,President,,Jorgensen and Cohen,LPF,,,,,3
Lafayette,4th District Community Center,President,,Jorgensen and Cohen,LPF,,,,,1
Lafayette,Mayo Community Center,President,,Jorgensen and Cohen,LPF,,,,,1
Lafayette,Day Community Center,President,,De La Fuente and Richardson,REF,,,,,1
Lafayette,Lafayette Public Library,President,,De La Fuente and Richardson,REF,0,0,0,0,0
Lafayette,Airline Community Center,President,,De La Fuente and Richardson,REF,0,0,0,0,0
Lafayette,4th District Community Center,President,,De La Fuente and Richardson,REF,0,0,0,0,0
Lafayette,Mayo Community Center,President,,De La Fuente and Richardson,REF,0,0,0,0,0
Lafayette,Day Community Center,President,,La Riva and Freeman,PSL,0,0,0,0,0
Lafayette,Lafayette Public Library,President,,La Riva and Freeman,PSL,,,,,1
Lafayette,Airline Community Center,President,,La Riva and Freeman,PSL,0,0,0,0,0
Lafayette,4th District Community Center,President,,La Riva and Freeman,PSL,0,0,0,0,0
Lafayette,Mayo Community Center,President,,La Riva and Freeman,PSL,0,0,0,0,0
Lafayette,Day Community Center,President,,Hawkins and Walker,GRE,,,,,1
Lafayette,Lafayette Public Library,President,,Hawkins and Walker,GRE,0,0,0,0,0
Lafayette,Airline Community Center,President,,Hawkins and Walker,GRE,,,,,1
Lafayette,4th District Community Center,President,,Hawkins and Walker,GRE,0,0,0,0,0
Lafayette,Mayo Community Center,President,,Hawkins and Walker,GRE,0,0,0,0,0
Lafayette,Day Community Center,President,,Blankenship and Mohr,CPF,0,0,0,0,0
Lafayette,Lafayette Public Library,President,,Blankenship and Mohr,CPF,0,0,0,0,0
Lafayette,Airline Community Center,President,,Blankenship and Mohr,CPF,,,,,1
Lafayette,4th District Community Center,President,,Blankenship and Mohr,CPF,0,0,0,0,0
Lafayette,Mayo Community Center,President,,Blankenship and Mohr,CPF,,,,,1
Lafayette,Day Community Center,President,,WRITE-IN,NON,0,0,0,0,0
Lafayette,Lafayette Public Library,President,,WRITE-IN,NON,0,0,0,0,0
Lafayette,Airline Community Center,President,,WRITE-IN,NON,0,0,0,0,0
Lafayette,4th District Community Center,President,,WRITE-IN,NON,0,0,0,0,0
Lafayette,Mayo Community Center,President,,WRITE-IN,NON,0,0,0,0,0
Lafayette,Day Community Center,U.S. House,2,Neal Dunn,REP,,,,,701
