county,precinct,office,district,candidate,party,provisional,mail,early_voting,election_day,votes
Hendry,1,President,,Donald J. Trump,REP,0,111,393,94,598
Hendry,2,President,,Donald J. Trump,REP,0,402,1027,330,1759
Hendry,3,President,,Donald J. Trump,REP,0,441,931,311,1683
Hendry,4,President,,Donald J. Trump,REP,,,,,62
Hendry,5,President,,Donald J. Trump,REP,,,,,245
Hendry,6,President,,Donald J. Trump,REP,0,170,452,170,792
Hendry,7,President,,Donald J. Trump,REP,0,262,797,238,1297
Hendry,8,President,,Donald J. Trump,REP,0,85,130,157,372
Hendry,9,President,,Donald J. Trump,REP,0,106,347,151,604
Hendry,10,President,,Donald J. Trump,REP,0,97,213,184,494
Hendry,1,President,,Joseph R. Biden,DEM,0,380,1019,290,1689
Hendry,2,President,,Joseph R. Biden,DEM,0,312,372,151,835
Hendry,3,President,,Joseph R. Biden,DEM,0,286,257,97,640
Hendry,4,President,,Joseph R. Biden,DEM,,,,,81
Hendry,5,President,,Joseph R. Biden,DEM,,,,,75
Hendry,6,President,,Joseph R. Biden,DEM,0,122,176,90,388
Hendry,7,President,,Joseph R. Biden,DEM,0,111,156,82,349
Hendry,8,President,,Joseph R. Biden,DEM,,,,,111
Hendry,9,President,,Joseph R. Biden,DEM,0,133,205,114,452
Hendry,10,President,,Joseph R. Biden,DEM,0,115,104,90,309
Hendry,1,President,,Jorgensen and Cohen,LPF,,,,,7
Hendry,2,President,,Jorgensen and Cohen,LPF,,,,,13
Hendry,3,President,,Jorgensen and Cohen,LPF,,,,,12
Hendry,4,President,,Jorgensen and Cohen,LPF,0,0,0,0,0
Hendry,5,President,,Jorgensen and Cohen,LPF,,,,,2
Hendry,6,President,,Jorgensen and Cohen,LPF,,,,,8
Hendry,7,President,,Jorgensen and Cohen,LPF,,,,,7
Hendry,8,President,,Jorgensen and Cohen,LPF,,,,,7
Hendry,9,President,,Jorgensen and Cohen,LPF,,,,,6
Hendry,10,President,,Jorgensen and Cohen,LPF,,,,,3
Hendry,1,President,,De La Fuente and Richardson,REF,,,,,5
Hendry,2,President,,De La Fuente and Richardson,REF,,,,,2
Hendry,3,President,,De La Fuente and Richardson,REF,,,,,2
Hendry,4,President,,De La Fuente and Richardson,REF,0,0,0,0,0
Hendry,5,President,,De La Fuente and Richardson,REF,0,0,0,0,0
Hendry,6,President,,De La Fuente and Richardson,REF,0,0,0,0,0
Hendry,7,President,,De La Fuente and Richardson,REF,0,0,0,0,0
Hendry,8,President,,De La Fuente and Richardson,REF,0,0,0,0,0
Hendry,9,President,,De La Fuente and Richardson,REF,,,,,1
Hendry,10,President,,De La Fuente and Richardson,REF,,,,,1
Hendry,1,President,,La Riva and Freeman,PSL,,,,,4
Hendry,2,President,,La Riva and Freeman,PSL,,,,,2
Hendry,3,President,,La Riva and Freeman,PSL,0,0,0,0,0
Hendry,4,President,,La Riva and Freeman,PSL,0,0,0,0,0
Hendry,5,President,,La Riva and Freeman,PSL,0,0,0,0,0
Hendry,6,President,,La Riva and Freeman,PSL,0,0,0,0,0
Hendry,7,President,,La Riva and Freeman,PSL,0,0,0,0,0
Hendry,8,President,,La Riva and Freeman,PSL,0,0,0,0,0
Hendry,9,President,,La Riva and Freeman,PSL,,,,,1
Hendry,10,President,,La Riva and Freeman,PSL,,,,,1
Hendry,1,President,,Hawkins and Walker,GRE,,,,,1
Hendry,2,President,,Hawkins and Walker,GRE,,,,,3
Hendry,3,President,,Hawkins and Walker,GRE,,,,,2
Hendry,4,President,,Hawkins and Walker,GRE,0,0,0,0,0
Hendry,5,President,,Hawkins and Walker,GRE,0,0,0,0,0
Hendry,6,President,,Hawkins and Walker,GRE,0,0,0,0,0
Hendry,7,President,,Hawkins and Walker,GRE,0,0,0,0,0
Hendry,8,President,,Hawkins and Walker,GRE,,,,,3
Hendry,9,President,,Hawkins and Walker,GRE,,,,,2
Hendry,10,President,,Hawkins and Walker,GRE,,,,,2
Hendry,1,President,,Blankenship and Mohr,CPF,,,,,2
Hendry,2,President,,Blankenship and Mohr,CPF,,,,,2
Hendry,3,President,,Blankenship and Mohr,CPF,0,0,0,0,0
Hendry,4,President,,Blankenship and Mohr,CPF,,,,,1
Hendry,5,President,,Blankenship and Mohr,CPF,0,0,0,0,0
Hendry,6,President,,Blankenship and Mohr,CPF,,,,,1
Hendry,7,President,,Blankenship and Mohr,CPF,0,0,0,0,0
Hendry,8,President,,Blankenship and Mohr,CPF,0,0,0,0,0
Hendry,9,President,,Blankenship and Mohr,CPF,0,0,0,0,0
Hendry,10,President,,Blankenship and Mohr,CPF,,,,,1
Hendry,1,President,,Write-ins,,,,,,8
Hendry,2,President,,Write-ins,,,,,,1
Hendry,3,President,,Write-ins,,,,,,3
Hendry,4,President,,Write-ins,,,,,,1
Hendry,5,President,,Write-ins,,0,0,0,0,0
Hendry,6,President,,Write-ins,,,,,,1
Hendry,7,President,,Write-ins,,0,0,0,0,0
